Name	Age	Class	Ticket	Location	Job	Boat	Survived	Sex
HARRIS, Mr George	62	2nd Class Passenger	752 £10 10s	Southampton		15	1	M
HARRIS, Mr Henry Birkhardt	45	1st Class Passenger	36973 £83 9s 6d	Southampton	Theatre Manager		0	M
HARRIS, Mr Walter	44	2nd Class Passenger	14208 £10 10s	Southampton			0	M
HARRIS, Mrs Irene	35	1st Class Passenger	36973 £83 9s 6d	Southampton		D	1	F
HARRISON, Mr Aragõa Drummond	40	Victualling Crew		Southampton	Saloon Steward (1st class)	9	1	M
HARRISON, Mr Norman E.	38	Engineering Crew		Belfast	Junior 2nd. Engineer		0	M
HARRISON, Mr William Henry	45	1st Class Passenger Servant	112059	Southampton	Secretary	[110]	0	M
HART, Miss Eva Miriam	7	2nd Class Passenger	13529 £26 5s	Southampton		14	1	F
HART, Mr Benjamin	47	2nd Class Passenger	13529 £26 5s	Southampton	Builder		0	M
HART, Mr Henry	28	3rd Class Passenger	394140 £6 17s 2d	Queenstown	General Labourer		0	M
HART, Mr James	49	Engineering Crew		Southampton	Fireman		0	M
HART, Mr John Edward	31	Victualling Crew		Southampton	Steward		1	M
HART, Mrs Esther Ada	48	2nd Class Passenger	13529 £26 5s	Southampton		14	1	F
HARTLEY, Mr Wallace Henry	33	2nd Class Passenger Musician	250654	Southampton	Musician	[224]	0	M
HARTNELL, Mr Fred	21	Victualling Crew		Southampton	Saloon Steward		1	M
HARVEY, Mr Herbert Gifford	34	Engineering Crew		Belfast	Junior Assistant 2nd. Engineer		0	M
HASSAB, Mr Hammad	27	1st Class Passenger Servant	17572 £76 14s 7d	Cherbourg	Servant	3	1	M
HASSAN ABILMONA, Mr Houssein Mohamed	11	3rd Class Passenger	2699 £18 15s 9d	Cherbourg			0	M
HATCH, Mr Hugh	23	Victualling Crew		Southampton	Scullion		0	M
HAWKESWORTH, Mr James	38	Victualling Crew		Southampton	Saloon Steward (2nd class)		0	M
HAWKESWORTH, Mr William Walter	43	Victualling Crew		Southampton	Deck Steward (1st class)		0	M
HAWKSFORD, Mr Walter James	45	1st Class Passenger	16988 £30	Southampton	Sales Manager	3	1	M
HAYS, Miss Margaret Bechstein	24	1st Class Passenger	11767 £83 3s 2d	Cherbourg		7	1	F
HAYS, Mr Charles Melville	55	1st Class Passenger	12749 £93 10s	Southampton	Businessman	[307]	0	M
HAYS, Mrs Clara Jennings	52	1st Class Passenger	12749 £93 10s	Southampton		3	1	F
HAYTER, Mr Arthur	44	Victualling Crew		Belfast	Bed Room Steward	[25]	0	M
HEAD, Mr Alfred	24	Engineering Crew		Southampton	Fireman		0	M
HEAD, Mr Christopher		1st Class Passenger	113038 £42 10s	Southampton	Politician		0	M
HEALY, Miss Honor	29	3rd Class Passenger	370375 £7 15s	Queenstown		16	1	F
HEBB, Mr William Albert	22	Engineering Crew		Southampton	Trimmer	B	1	M
HEDMAN, Mr Oskar Arvid	27	3rd Class Passenger	347089 £6 19s 6d	Southampton	Settler Recruiter	15	1	M
HEE, Mr Ling	24	3rd Class Passenger	1601 £56 9s 11d	Southampton	Seaman	C	1	M
HEGARTY, Miss Hanora	18	3rd Class Passenger	365226 £6 15s	Queenstown			0	F
HEIKKINEN, Miss Laina	26	3rd Class Passenger	3101282 £7 18s 6d	Southampton			1	F
HEINEN, Mr Joseph Dominichus	30	Victualling Crew		Southampton	Saloon Steward (2nd class)		0	M
HEININEN, Miss Wendla Maria	23	3rd Class Passenger	3101290 £7 18s 6d	Southampton	Servant	[8]	0	F
HELLSTRöM, Miss Hilda Maria	22	3rd Class Passenger	7548 £8 19s 3d	Southampton		C	1	F
HEMMING, Mr Samuel Ernest	43	Deck Crew		Belfast	Lamp Trimmer	4	1	M
HENDEKOVIC, Mr Ignjac	28	3rd Class Passenger	349243 £7 17s 11d	Southampton	General Labourer	[306]	0	M
HENDRICKSON, Mr Charles Osker	28	Engineering Crew		Southampton	Leading Fireman	1	1	M
HENDY, Mr Edward Martin	39	Victualling Crew		Belfast	Saloon Steward		0	M
HENRIKSSON, Miss Jenny Lovisa	28	3rd Class Passenger	347086 £7 15s 6d	Southampton	Servant	[3]	0	F
HENRY, Miss Bridget Delia	21	3rd Class Passenger	382649 £7 15s	Queenstown			0	F
HENSFORD, Mr Herbert George Ernest	26	Victualling Crew		Southampton	Assistant Butcher		0	M
HERMAN, Miss Alice	23	2nd Class Passenger	220845 £65	Southampton		9	1	F
HERMAN, Miss Kate	23	2nd Class Passenger	220845 £65	Southampton		9	1	F
HERMAN, Mr Samuel	49	2nd Class Passenger	220845 £65	Southampton	Farmer		0	M
HERMAN, Mrs Jane	48	2nd Class Passenger	220845 £65	Southampton		9	1	F
HESKETH, Mr John Henry	33	Engineering Crew		Belfast	Second Engineer (refrigeration)		0	M
HESLIN, Mr James	45	Engineering Crew		Southampton	Trimmer		0	M
HEWITT, Mr Thomas	37	Victualling Crew		Belfast	Bed Room Steward (1st class)	[168]	0	M
HEWLETT, Mrs Mary Dunbar	56	2nd Class Passenger	248706 £16	Southampton		13	1	F
HICHENS, Mr Robert	29	Deck Crew		Southampton	Quartermaster	6	1	M
HICKMAN, Mr Leonard Mark	24	2nd Class Passenger	14879 £73 10s	Southampton			0	M
HICKMAN, Mr Lewis	30	2nd Class Passenger	14879 £73 10s	Southampton		[256]	0	M
HICKMAN, Mr Stanley George	20	2nd Class Passenger	14879 £73 10s	Southampton			0	M
HILL, Mr H. P.	36	Victualling Crew		Southampton	Steward		0	M
HILL, Mr James	25	Engineering Crew		Southampton	Trimmer		0	M
HILL, Mr James Colston	38	Victualling Crew		Belfast	1st Class Bedroom Steward	[152]	0	M
HILLIARD, Mr Herbert Henry	44	1st Class Passenger	17463 £51 17s 3d	Southampton	Buyer		0	M
HILTUNEN, Miss Marta	18	2nd Class Passenger	250650 £13	Southampton			0	F
HINCKLEY, Mr George Herbert	39	Victualling Crew		Southampton	Bathroom Steward (1st Class)	[66]	0	M
HINE, Mr William Edward	36	Victualling Crew		Southampton	3rd Baker		0	M
HINTON, Mr Stephen William	30	Engineering Crew		Southampton	Trimmer	[85]	0	M
HIPKINS, Mr William Edward	55	1st Class Passenger	680 £50	Southampton	Manufacturer		0	M
HIPPACH, Miss Jean Gertrude	17	1st Class Passenger	111361 £57 19s 7d	Cherbourg		4	1	F
HIPPACH, Mrs Ida Sophia	44	1st Class Passenger	111361 £57 19s 7d	Cherbourg		4	1	F
HIRVONEN, Miss Hildur Elisabeth	2	3rd Class Passenger	3101298 £12 5s 9d	Southampton		15	1	F
HIRVONEN, Mrs Helga Elisabeth Lindqvist	22	3rd Class Passenger	3101298 £12 5s 9d	Southampton		15	1	F
HISCOCK, Mr Sydney George	22	Victualling Crew		Southampton	Plate Steward		0	M
HOARE, Mr Leonard James	16	Victualling Crew		Belfast	Saloon Steward		0	M
HOCKING, Miss Ellen	20	2nd Class Passenger	29105 £23	Southampton		4	1	F
HOCKING, Mr Richard George	23	2nd Class Passenger	29104 £11 10s	Southampton	Baker		0	M
HOCKING, Mr Samuel James Metcalfe	36	2nd Class Passenger	242963 £13	Southampton	Painter & Decorator		0	M
HOCKING, Mrs Eliza	54	2nd Class Passenger	29105 £23	Southampton		4	1	F
HODGE, Mr Charley	29	Engineering Crew		Belfast	Senior Assistant 3rd. Engineer		0	M
HODGES, Mr Henry Price	50	2nd Class Passenger	250643 £13	Southampton	Musical Instrument Vendor	[149]	0	M
HODGES, Mr W.	26	Engineering Crew		Southampton	Fireman		0	M
HODGKINSON, Mr Leonard	46	Engineering Crew		Belfast	Senior 4th. Engineer		0	M
HOGEBOOM, Mrs Anna Louisa	51	1st Class Passenger	13502 £77 19s 2d	Cherbourg	Of Independent Means	10	1	F
HOGG, Mr Charles William	43	Victualling Crew		Southampton	1st Class Bedroom Steward		0	M
HOGG, Mr George Alfred	29	Deck Crew		Belfast	Lookout	7	1	M
HOGUE, Mr E.	22	Victualling Crew		Southampton	Plate Steward		0	M
HOLD, Mr Stephen	44	2nd Class Passenger	26707 £26	Southampton	Clerk		0	M
HOLD, Mrs Annie Margaret	29	2nd Class Passenger	26707 £26	Southampton		10	1	F
HOLLAND, Mr Thomas	28	Victualling Crew		Belfast	Reception Steward		0	M
HOLLOWAY, Mr Sidney	20	Victualling Crew		Southampton	Assistant clothes presser steward	[273]	0	M
HOLM, Mr John Fredrik Alexander	43	3rd Class Passenger	7075 £6 9s	Southampton	Farmer		0	M
HOLMAN, Mr Harry	28	Deck Crew		Belfast	Able Seaman		0	M
HOLTHEN, Mr Johan Martin	28	3rd Class Passenger	4001 £22 10s 6d	Southampton	Seaman		0	M
HOLVERSON, Mr Alexander Oskar	42	1st Class Passenger	113789 £52	Southampton		[38]	0	M
HOLVERSON, Mrs Mary Aline	35	1st Class Passenger	113789 £52	Southampton		8	1	F
HOMER, Mr Harry	40	1st Class Passenger	111426 £26 11s	Southampton	Gambler	15	1	M
HONKANEN, Miss Eliina	27	3rd Class Passenger	3101283 £7 18s 6d	Southampton			1	F
HOOD, Mr Ambrose Jr	21	2nd Class Passenger	14879 £73 10s	Southampton			0	M
HOPGOOD, Mr Roland John C.	28	Engineering Crew		Southampton	Fireman		0	M
HOPKINS, Mr Frederick William	16	Victualling Crew		Southampton	Plate Steward		0	M
HOPKINS, Mr Robert John	40	Deck Crew		Southampton	Able Seaman	13	1	M
HORGAN, Mr John	22	3rd Class Passenger	370377 £7 15s	Queenstown	General Labourer		0	M
HORSWILL, Mr Albert Edward James	33	Deck Crew		Southampton	Able Seaman	1	1	M
HOSGOOD, Mr Richard William	22	Engineering Crew		Southampton	Fireman	[242]	0	M
HOSKING, Mr George Fox	36	Engineering Crew		Belfast	Senior 3rd. Engineer		0	M
HOSONO, Mr Masabumi	41	2nd Class Passenger	237798 £13	Southampton	Civil Servant	10	1	M
HOUSE, Mr William John	38	Victualling Crew		Belfast	Saloon Steward (1st class)		0	M
HOWARD, Miss May Elizabeth	26	3rd Class Passenger	39186 £8 1s	Southampton	Laundry Worker	C	1	F
HOWARD, Mr Benjamin	63	2nd Class Passenger	24065 £26	Southampton	Retired		0	M
HOWARD, Mrs Ellen Truelove	61	2nd Class Passenger	24065 £26	Southampton			0	F
HOWELL, Mr Arthur Albert	31	Victualling Crew		Belfast	Saloon Steward (1st class)	[319]	0	M
HOYT, Mr Frederick Maxfield	38	1st Class Passenger	19943 £100	Southampton		D	1	M
HOYT, Mr William Fisher	42	1st Class Passenger	17600 £30 13s 11d	Cherbourg	Businessman	14	0	M
HOYT, Mrs Jane Anne	31	1st Class Passenger	19943 £100	Southampton		D	1	F
HUGHES, Mr William Thomas	33	Victualling Crew		Southampton	Assistant Second Steward (1st Class)		0	M
HUMBLEN, Mr Adolf Mathias Nicolai Olsen	42	3rd Class Passenger	348121 £7 13s	Southampton	Farmer	[120]	0	M
HUMBY, Mr Frederick Charles	17	Victualling Crew		Southampton	Plate Steward (2nd Class)		0	M
HUME, Mr John Law	21	2nd Class Passenger Musician	250654	Southampton	Musician	[193]	0	M
HUMPHREYS, Mr Humphrey	31	Victualling Crew		Southampton	Assistant Saloon Steward, 2nd Class		0	M
HUMPHREYS, Mr Sidney	48	Deck Crew		Southampton	Quartermaster	11	1	M
HUNT, Mr Albert Sylvanus	23	Engineering Crew		Southampton	Trimmer	C	1	M
HUNT, Mr George Henry	33	2nd Class Passenger	1585 £12 5s 6d	Southampton	Gardener		0	M
HUNT, Mr Tom	27	Engineering Crew		Southampton	Fireman		0	M
HURST, Mr Charles John	35	Engineering Crew		Southampton	Fireman		0	M
HURST, Mr Walter	23	Engineering Crew		Southampton	Fireman	B	1	M
HUTCHINSON, Mr James	31	Victualling Crew		Southampton	Vegetable Cook	[250]	0	M
HUTCHINSON, Mr John Hall	26	Deck Crew		Belfast	Carpenter / Joiner		0	M
HYLAND, Mr James Leo	19	Victualling Crew		Southampton	Steward (3rd Class)	11	1	M
HYMAN, Mr Abraham Joseph	34	3rd Class Passenger	3470 £7 17s 9d	Southampton	Framer	C	1	M
IBRAHIM SHAWAH, Mr Yousseff	33	3rd Class Passenger	2627 £14 9s 2d	Cherbourg			0	M
IBRāHīM, Mrs Sāfiyah	18	3rd Class Passenger	2657 £7 4s 7d	Cherbourg		C	1	F
ICARD, Miss Rose Amélie	39	1st Class Passenger Servant	113572 £80	Southampton	Personal Maid	6	1	F
IDE, Mr Harry John	31	Victualling Crew		Southampton	1st Class Bedroom Steward		0	M
ILETT, Miss Bertha	17	2nd Class Passenger	14885 £10 10s	Southampton			1	F
ILIEFF, Mr Ylio	32	3rd Class Passenger	349220 £7 17s 11d	Southampton	General Labourer		0	M
ILMAKANGAS, Miss Ida Livija	27	3rd Class Passenger	3101270 £7 18s 6d	Southampton	Servant		0	F
ILMAKANGAS, Miss Pieta Sofia	25	3rd Class Passenger	3101271 £7 18s 6d	Southampton	Servant		0	F
INGRAM, Mr George	20	Engineering Crew		Southampton	Trimmer	[204]	0	M
INGROUILLE, Mr Henry	21	Victualling Crew		Southampton	Steward		0	M
INGS, Mr William Ernest	20	Victualling Crew		Southampton	Scullion		0	M
INSTANCE, Mr T.	33	Engineering Crew		Southampton	Fireman		0	M
ISHAM, Miss Ann Elizabeth	50	1st Class Passenger	17595 £28 14s 3d	Cherbourg			0	F
ISMAY, Mr Joseph Bruce	49	1st Class Passenger	112058	Southampton	Shipowner	C	1	M
IVANOFF, Mr Kanio	20	3rd Class Passenger	349201 £7 17s 11d	Southampton	General Labourer		0	M
JABBUR (ZABOUR), Miss Hileni	16	3rd Class Passenger	2665 £14 9s 1d	Cherbourg	Housekeeper	[328]	0	F
JABBUR (ZABOUR), Miss Thamine	19	3rd Class Passenger	2665 £14 9s 1d	Cherbourg	Housekeeper		0	F
JACKOPSON, Mr John Henry	30	Engineering Crew		Southampton	Fireman		0	M
JACKSON, Mr Cecil	22	Victualling Crew		Belfast	Assistant boots steward (1st class)		0	M
JACOBSOHN, Mr Sidney Samuel		2nd Class Passenger	243847 £27	Southampton	Lawyer		0	M
JACOBSOHN, Mrs Amy Frances Christy		2nd Class Passenger	243847 £27	Southampton		12	1	F
JAGO, Mr Joseph	57	Engineering Crew		Southampton	Greaser		0	M
JAILLET, Mr Henri Marie	38	Restaurant Staff		Southampton	Pastry Cook (Restaurant)	[277]	0	M
JALšEVAC, Mr Ivan	29	3rd Class Passenger	349240 £7 17s 11d	Cherbourg		15	1	M
JAMES, Mr Thomas	27	Engineering Crew		Southampton	Fireman		0	M
JANAWAY, Mr William Frank	35	Victualling Crew		Belfast	Bed Room Steward		0	M
JANIN, Mr Claude Marie	29	Restaurant Staff		Southampton	Soup Cook		0	M
JANSSON, Mr Carl Olof	21	3rd Class Passenger	350034 £7 15s 11d	Southampton		A	1	M
JARDIM, Mr José Neto	21	3rd Class Passenger	3101305 £7 1s	Southampton	General Labourer		0	M
JARVIS, Mr Denzil John	47	2nd Class Passenger	237565 £15	Southampton	Engineer		0	M
JEFFERY, Mr William Alfred	28	Restaurant Staff		Southampton	A la carte restaurant controller		0	M
JEFFERYS, Mr Clifford Thomas	24	2nd Class Passenger	31029 £31 10s	Southampton	Granite Cutter		0	M
JEFFERYS, Mr Ernest Wilfred	22	2nd Class Passenger	31029 £31 10s	Southampton	Granite Cutter		0	M
JENKIN, Mr Stephen Curnow	32	2nd Class Passenger	33111 £10 10s	Southampton	Miner		0	M
JENNER, Mr Thomas Henry (Harry)	55	Victualling Crew		Belfast	Saloon Steward		0	M
JENSEN, Mr Charles Valdemar	25	Victualling Crew		Southampton	Saloon Steward		0	M
JENSEN, Mr Hans Peder	20	3rd Class Passenger	350050 £7 17s 1d	Southampton			0	M
JENSEN, Mr Niels Peder	48	3rd Class Passenger	350048 £7 1s 1d	Southampton	Farmer		0	M
JENSEN, Mr Svend Lauritz	17	3rd Class Passenger	350047 £7 17s 1d	Southampton	Farmer		0	M
JERMYN, Miss Annie Jane	26	3rd Class Passenger	14313 £7 15s	Queenstown		D	1	F
JERWAN, Mrs Marie Marthe	23	2nd Class Passenger	541 £13 15s 10d	Cherbourg		11	1	F
JESSOP, Miss Violet Constance	24	Victualling Crew		Southampton	Stewardess		1	F
JEWELL, Mr Archie	23	Deck Crew		Belfast	Lookout	7	1	M
JOAS, Mr N.	38	Engineering Crew		Southampton	Fireman		0	M
JOHANNESEN, Mr Bernt Johannes	29	3rd Class Passenger	65306 £8 2s 3d	Southampton		13	1	M
JOHANSON, Mr Jakob Alfred	34	3rd Class Passenger	3101264 £6 9s 11d	Southampton	General Labourer	[143]	0	M
JOHANSSON PALMQUIST, Mr Oskar Leander	26	3rd Class Passenger	347070 £7 15s 6d	Southampton		15	1	M
JOHANSSON, Mr Erik		3rd Class Passenger	350052 £7 15s 11d	Southampton	General Labourer	[156]	0	M
JOHANSSON, Mr Gustaf Joel	33	3rd Class Passenger	7540 £8 13s 1d	Southampton		[285]	0	M
JOHANSSON, Mr Karl Johan	31	3rd Class Passenger	347063 £7 15s 6d	Southampton			0	M
JOHANSSON, Mr Nils	29	3rd Class Passenger	347467 £7 17s 1d	Southampton	General Labourer		0	M
JOHNSON, Master Harold Theodor	4	3rd Class Passenger	347742 £11 2s 8d	Southampton		15	1	M
JOHNSON, Miss Eleanor Ileen	1	3rd Class Passenger	347742 £11 2s 8d	Southampton		15	1	F
JOHNSON, Mr August	49	3rd Class Passenger	370160	Southampton	Seaman		0	M
JOHNSON, Mr Malkolm Joackim	33	3rd Class Passenger	347062 £7 15s 6d	Southampton	General Labourer	[37]	0	M
JOHNSON, Mr William Cahoone Jr.	19	3rd Class Passenger	370160	Southampton	Seaman		0	M
JOHNSON, Mrs Elisabeth Vilhelmina	26	3rd Class Passenger	347742 £11 2s 8d	Southampton		15	1	F
JOHNSTON, Master William Andrew		3rd Class Passenger	6607 £23 9s	Southampton			0	M
JOHNSTON, Miss Catherine Nellie	7	3rd Class Passenger	6607 £23 9s	Southampton			0	F
JOHNSTON, Mr Andrew Emslie		3rd Class Passenger	6607 £23 9s	Southampton	Plumber		0	M
JOHNSTON, Mr James	41	Victualling Crew		Belfast	Saloon Steward	2	1	M
JOHNSTON, Mrs Eliza		3rd Class Passenger	6607 £23 9s	Southampton			0	F
JONES, Mr Albert Hugh Brabner	17	Victualling Crew		Southampton	Saloon Steward (2nd class)		0	M
JONES, Mr Arthur Ernest	37	Victualling Crew		Southampton	Plate Steward (2nd Class)		0	M
JONES, Mr Charles Cresson	46	1st Class Passenger	694 £26	Southampton	Estate Manager	[80]	0	M
JONES, Mr Harry Owen G.	29	Victualling Crew		Southampton	Roast Cook		0	M
JONES, Mr Thomas William	32	Deck Crew		Southampton	Able Seaman	8	1	M
JONES, Mr Victor Reginald	20	Victualling Crew		Southampton	Saloon Steward (1st class)		0	M
JONKOFF, Mr Lalio	23	3rd Class Passenger	349204 £7 17s 11d	Southampton	General Labourer		0	M
JONSSON, Mr Carl	25	3rd Class Passenger	350417 £7 17s 1d	Southampton	General Labourer	15	1	M
JöNSSON, Mr Nils Hilding	27	3rd Class Passenger	350408 £7 17s 1d	Southampton	General Labourer		0	M
JOSEPH (SHAHIN), Mr Elias	39	3rd Class Passenger	2675 £7 4s 7d	Cherbourg			0	M
JOUANNAULT, Mr Georges Jules	24	Restaurant Staff		Southampton	Assistant Sauce Cook		0	M
JOUGHIN, Mr Charles John	32	Victualling Crew		Belfast	Chief Baker	B	1	M
JUDD, Mr Charles Edward	31	Engineering Crew		Southampton	Fireman	B	1	M
JUKES, Mr Henry James	38	Engineering Crew		Southampton	Greaser		0	M
JULIAN, Mr Henry Forbes	50	1st Class Passenger	113044 £26	Southampton	Metallurgist		0	M
JUPE, Mr Boykett Herbert	30	Engineering Crew		Southampton	Electrician	[73]	0	M
JUSSILA, Miss Katriina	20	3rd Class Passenger	4136 £9 16s 10d	Southampton	Servant		0	F
JUSSILA, Miss Mari Aina	21	3rd Class Passenger	4137 £9 16s 10d	Southampton	Servant		0	F
JUSSILA, Mr Eiriik	32	3rd Class Passenger	3101286 £7 18s 6d	Southampton		15	1	M
KALLIO, Mr Nikolai Erland	17	3rd Class Passenger	3101274 £7 2s 6d	Southampton	General Labourer		0	M
KALVIK, Mr Johannes Halvorsen	21	3rd Class Passenger	8475 £8 8s 8d	Southampton	General Labourer		0	M
KANTOR, Mr Sinai	34	2nd Class Passenger	244367 £26	Southampton		[283]	0	M
KANTOR, Mrs Miriam	24	2nd Class Passenger	244367 £26	Southampton		12	1	F
KARAJIC, Mr Milan	30	3rd Class Passenger	349246 £7 17s 11d	Southampton	General Labourer		0	M
KARLSSON, Mr Einar Gervasius	21	3rd Class Passenger	350053 £7 15s 11d	Southampton	Military	13	1	M
KARLSSON, Mr Julius Konrad Eugen	33	3rd Class Passenger	347465 £7 17s 1d	Southampton	Engineer		0	M
KARLSSON, Mr Nils August	22	3rd Class Passenger	350060 £7 10s 5d	Southampton	Farmer		0	M
KARNES, Mrs Claire	28	2nd Class Passenger	13534 £21	Southampton			0	F
KARUN, Miss Manca	4	3rd Class Passenger	349256 £13 8s 4d	Cherbourg		15	1	F
KARUN, Mr Franz	39	3rd Class Passenger	349256 £13 8s 4d	Cherbourg	Hotelier	15	1	M
KASPER, Mr F.	40	Engineering Crew		Southampton	Fireman		1	M
KASSEM HOUSSEIN, Mr Fared	18	3rd Class Passenger	2700 £7 4s 7d	Cherbourg	Farmer		0	M
KATAVELOS, Mr Vasilios G.	19	3rd Class Passenger	2682 £7 4s 7d	Cherbourg	Farmer	[58]	0	M
KEANE, Miss Nora Agnes	46	2nd Class Passenger	226593 £12 7s	Queenstown		10	1	F
KEANE, Mr Andrew	23	3rd Class Passenger	12460 £7 15s	Queenstown	Farm Labourer		0	M
KEANE, Mr Daniel	35	2nd Class Passenger	233734 £12 7s	Queenstown			0	M
KEARL, Mr Charles Henry	44	Engineering Crew		Southampton	Greaser		0	M
KEARL, Mr George Edward	24	Engineering Crew		Southampton	Trimmer		0	M
KEEFE, Mr Arthur	39	3rd Class Passenger	323592 £7 5s	Southampton	Farmer	A[332]	0	M
KEEN, Mr Percy Edward	30	Victualling Crew		Southampton	Saloon Steward (1st class)	15	1	M
KEEPING, Mr Edwin Herbert		1st Class Passenger Servant	113503 £211 10s	Southampton	Servant	[45]	0	M
KELLAND, Mr Thomas	18	Victualling Crew		Southampton	2nd class library steward		0	M
KELLY, Miss Anna Katherine	20	3rd Class Passenger	9234 £7 15s	Queenstown		16	1	F
KELLY, Miss Mary	22	3rd Class Passenger	14312 £7 15s	Queenstown		D	1	F
KELLY, Mr James	19	3rd Class Passenger	363592 £8 1s	Southampton	Painter & Decorator		0	M
KELLY, Mr James	44	3rd Class Passenger	330911 £7 16s 7d	Queenstown	Farm Labourer	[70]	0	M
KELLY, Mr James	44	Engineering Crew		Southampton	Greaser		0	M
KELLY, Mr William	23	Engineering Crew		Belfast	Assistant Electrician		0	M
KELLY, Mrs Fanny Maria	45	2nd Class Passenger	223596 £13 10s	Southampton		9	1	F
KEMISH, Mr George	22	Engineering Crew		Southampton	Fireman		1	M
KEMP, Mr Thomas Hulman	43	Engineering Crew		Belfast	Extra Assistant 4th Engineer (Refrigeration)		0	M
KENCHENTEN, Mr Frederick Charles	36	Engineering Crew		Southampton	Greaser		0	M
KENNEDY, Mr John	24	3rd Class Passenger	368783 £7 15s	Queenstown	Farm Labourer		1	M
KENNELL, Mr Charles	30	Victualling Crew		Southampton	Hebrew Cook		0	M
KENT, Mr Edward Austin	58	1st Class Passenger	11771 £29 14s	Cherbourg	Architect	[258]	0	M
KENYON, Mr Frederick Roland	41	1st Class Passenger	17464 £51 17s 3d	Southampton			0	M
KENYON, Mrs Marion Estelle	40	1st Class Passenger	17464 £51 17s 3d	Southampton		8	1	F
KENZLER, Mr August	43	Engineering Crew		Belfast	Storekeeper		0	M
KERLEY, Mr William Thomas	28	Victualling Crew		Southampton	Assistant Saloon Steward (2nd class)		0	M
KERR, Mr Thomas Russell	26	Engineering Crew		Southampton	Fireman		0	M
KETCHLEY, Mr Henry	35	Victualling Crew		Belfast	Saloon Steward		0	M
